Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Strake Jesuit  MS,Harker MK,Gordon Krauss,Neg,29,29
Harvard-Westlake WL,Dr. Phillips BR,Julian Kuffour,Aff,30,30
Apple Valley KW,Isidore Newman GP,Collin Smith,Neg,29,29
James Logan KL,Millburn AX,Michael Kurian,Neg,28,29
Westlake AK,Memorial DX,Sam Larson,Neg,29,29
Harvard-Westlake ML,Coppell HA,Jacob Lugo,Aff,28,28
San Mateo YR,Marlborough MJ,Akshay Manglik,Neg,29,29
Peninsula CS,Strake Jesuit  VM,Akshay Manglik,Neg,29,29
Edina JS,Peninsula EL,Ian Mattson,Neg,27,27
Memorial BD,Eagan AE,Bernard Medeiros,Neg,29,29
Loyola CM,Brophy TJ,Lena Mizrahi,Aff,29,28
Greenhill KD,Westwood PM,Jacob Nails,Neg,30,30
American Heritage Broward SS,Sam Barlow EL,Javier Navarrete,Neg,29,30
Los Altos BF,Lexington AG,Arianna Nelson,Neg,29,29
Westview CR,Westridge KY,Silma Bathily,Neg,28,28
McNeil SC,Bronx Science NK,Nelson Okunlola,Neg,28,29
Dwight-Englewood EK,Isidore Newman PJ,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
McNeil AG,Harker KB,Scott Phillips,Aff,29,29
Millburn ST,Strake Jesuit  DA,Phoenix Pittman,Neg,29,29
Westlake MR,Lexington JB,Andrew Qin,Neg,28,29
Brophy CC,Durham RL,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Strake Jesuit  KS,Marlborough WR,Tarun Ratnasabapathy,Aff,29,29
Isidore Newman EE,Loyola AP,Tarun Ratnasabapathy,Neg,29,29
Hunter AI,Harker PG,Claudia Ribera,Neg,29,29
West Des Moines Valley AM,Brentwood MD,Alex Rivera,Neg,28,28
Millburn MM,Ramsay DF,Tajaih Robinson,Aff,29,29
Bellarmine  AK,Acton-Boxborough SP,Nicky Smith,Aff,30,28
Westwood VL,Coppell RM,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Dulles IC,Peninsula AB,Abishek Stanley,Aff,28,28
Ayala AM,Lexington BF,James Stuckert,Aff,29,29
Apple Valley NB,Lake Highland Prep AV,James Stuckert,Neg,28,29
Garland DA,Trinity Prep JC,Jacob Tamkin,Neg,27,28
Garland LY,Harker RM,Micah Thode,Aff,30,30
Lexington VM,BASIS Peoria PY,Tate Weston,Aff,30,30
Strake Jesuit  ZD,Saratoga AG,Avery Wilson,Aff,30,29
Bergen County Academies AK,Scarsdale KS,Avery Wilson,Aff,29,29
Harrison JP,Harker DV,Andrew Wixson,Aff,30,30
Harker VZ,James Logan AB,Lauren Woodall,Neg,29,29
Brookfield East DJ,Sharon RG,Derek Ying,Aff,26,28
Westside SY,La Salle ZW,ec powers,Aff,29,29
Albuquerque AK,Harvard-Westlake KD,Tajaih Robinson,Aff,29,29
Fairmont Prep SV,Immaculate Heart AW,Benjamin Bies,Neg,27,30
James Logan RS,Iowa City West ST,Tate Weston,Neg,27,28
Harker SY,Lexington AA,Dhruv Channa,Aff,28,28
Westwood AY,Peninsula KD,Vishan Chaudhary,Aff,29,28
Bentonville West AK,Garland AA,Jeong-Wan Choi,Neg,28,28
Southlake Carroll SD,Marlborough JH,Nick Fleming,Aff,29,29
Vestavia Hills DS,Strake Jesuit  HZ,Dylan Jones,Aff,28,28
American Heritage Broward EB,Charlotte Latin AP,Michael Kurian,Aff,30,30
Harvard-Westlake CR,Fishers GC,Jacob Nails,Aff,28,28
Marlborough AW,Harvard-Westlake AW,Rodrigo Paramo,Neg,28,28
Peninsula AY,Neenah IH,Abishek Stanley,Neg,28,29
Marlborough JK,Ardrey Kell SG,Lauren Woodall,Aff,30,28
Harrison EM,American Heritage Broward MC,Derek Ying,Neg,28,29
Vestavia Hills GJ,Catonsville AT,ec powers,Aff,29,29
