Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Diamond Bar NC,Brentwood BB,Emmiee Malyugina,Aff,30,28
LNU RN,"Young Genius, Bay Area AA",Seema Mangla,Neg,28,28
Marlborough ML,Honor DL,Cale McCrary,Aff,30,28
Eden Prairie AG,Peninsula KN,Samantha McLoughlin,Aff,29,28
Brophy CC,Amador Valley NG,Anshuman Mishra,Neg,26,28
Harvard-Westlake MB,Ayala AM,Lena Mizrahi,Neg,28,29
Stockdale RP,Marlborough MJ,Arianna Nelson,Neg,29,29
Golden State SJ,Peninsula AY,Ashley Nguyen,Aff,28,27
Immaculate Heart SS,Harvard-Westlake NW,Kwudjwa Osei,Aff,29,29
Harker DV,St Francis TG,Rajvee Patel,Aff,29,28
Albuquerque AK,Harker SY,Fiorella Pulido,Aff,30,30
Fairview CS,Peninsula EL,Passa Pungchai,Neg,29,29
Marlborough ZG,Portola AS,Jack Quisenberry,Neg,29,29
Nova 42 PT,Sage MP,Anish Ramireddy,Neg,28,29
Lynbrook MD,Amador Valley EY,Amy Santos,Aff,28,28
Immaculate Heart RR,Harker DS,Claudia Ribera,Neg,30,30
Brentwood AR,American AS,Amy Santos,Neg,28,29
Denver East MB,St Francis MG,Seema Mangla,Aff,28,27
Monta Vista YS,Harvard-Westlake EB,Skye Spindler,Neg,29,29
Plano Independent RP,Peninsula JX,Matt Stannard,Aff,29,28
Saratoga AG,Harker MB,Cale McCrary,Aff,30,29
Harker SS,Archbishop Mitty AB,Arjun Garg,Neg,29,29
Fairview SP,Immaculate Heart SP,Calvin Tyler,Neg,29,29
San Mateo ZS,Peninsula CS,Nick Fleming,Neg,28,29
Apple Valley KW,Taft EL,Indu Pandey,Neg,28,29
Westwood VL,Able2Shine MC,Brianna Aaron,Neg,28,29
Lovejoy JV,Peninsula MG,Vishvak Bandi,Aff,29,28
Strath Haven AM,Westlake AK,Joseph Barquin,Aff,29,29
Immaculate Heart BC,Honor AP,Brett Boelkens,Neg,30,30
Immaculate Heart ES,St Francis MR,Keshav Dandu,Aff,29,28
Canyon Crest AK,Harker MK,Ari Davidson,Neg,28,29
Coppell HA,Northland Christian LB,Raunak Dua,Neg,29,29
Saratoga ES,Peninsula AD,Khamani Griffin,Neg,29,29
Harker NA,Harvard-Westlake IC,Gerard Grigsby,Neg,28,29
Mission San Jose SR,Marlborough HH,Derek Hilligoss,Aff,29,29
Harvard-Westlake AW,St Agnes EH,Saketh Kotapati,Aff,30,30
Notre Dame San Jose AG,Harker GS,Gordon Krauss,Aff,29,29
Peninsula IY,American NS,Tanish Kumar,Neg,30,30
Archbishop Mitty JY,Sequoia AS,Truman Le,Neg,28,30
Bellarmine  AK,Harker AA,Joel Lemuel,Neg,29,29
Denver East LF,Mission San Jose AD,Nethmin Liyanage,Aff,26,28
Harvard-Westlake ADi,Westwood PM,Aditya Madaraju,Neg,28,29
Harker AG,Apple Valley LW,Diana Alvarez,Neg,29,29
Harker KB,Westlake AC,Samantha McLoughlin,Aff,29,28
Saratoga YK,Stanford OHS AY,Anshuman Mishra,Aff,27,26
Archbishop Mitty AP,Marlborough MS,Lena Mizrahi,Neg,29,29
Westlake MR,Wyoming Virtual JC,Arianna Nelson,Aff,29,29
Orange Lutheran AZ,La Canada LL,Ashley Nguyen,Aff,29,28
Fairview UB,Marlborough WR,Kwudjwa Osei,Neg,29,29
Harker PG,Fairview SJ,Rajvee Patel,Neg,28,28
Nova 42 MM,Harker AM,Fiorella Pulido,Neg,29,30
Peninsula AJ,Cupertino SS,Passa Pungchai,Aff,28,28
Harvard-Westlake LD,Canyon Crest PJ,Jack Quisenberry,Aff,28,28
Marlborough AW,Harvard-Westlake AD,Anish Ramireddy,Aff,29,28
Harvard-Westlake AJ,St Francis VG,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Lynbrook SC,Marlborough HL,Matt Stannard,Aff,28,29
Golden State MD,Harker AP,Julian Kuffour,Neg,29,29
Brophy TJ,Mission San Jose AA,Arjun Garg,Neg,29,29
Harvard-Westlake KD,Northland Christian AH,Calvin Tyler,Neg,29,29
Southlake Carroll PK,Nova 42 DM,,"Aff BYE																									Neg BYE","Aff BYE																									Neg BYE",
