Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Appleton North MU,Brookfield East DJ,Ausha Curry,Neg,29,29
Lake Highland Prep AVe,Durham RL,Ausha Curry,Aff,29,28
Acton-Boxborough IA,Byram Hills AK,Rafael Li,Neg,28,29
Iowa City West NW,George Washington MP,Rafael Li,Aff,30,28
Claudia Taylor Johnson AP,Interlake EL,Ava Zinman,Aff,30,29
Strake Jesuit  MS,Lake Highland Prep WH,Reed Weiler,Aff,29,29
Durham JH,Lake Nona MH,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Ridge VS,Durham SA,Zachary Reshovsky,Aff,29,29
Lake Oswego Senior LZ,Livingston RK,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Randolph JP,Lexington EY,Vandan Patel,Neg,28,29
Lexington MS,Lake Highland Prep YA,Joshua Porter,Neg,29,29
Dulles TY,Newport SG,Surabhi Chopra,Neg,28,27
Park City NL,King CP,Henry Eberhart,Aff,29,29
Woodlands PA,Millburn ST,James Stuckert,Neg,28,29
BASIS Independent Silicon Valley Independent SK,Newport JQ,Lukas Krause,Aff,29,29
Scarsdale KS,Strake Jesuit  JK,Dominic Henderson,Neg,29,29
Bronx Science RP,Rock Hill SS,Henry Eberhart,Aff,29,28
American Heritage Broward SS,Lake Highland Prep NP,Saianurag Karavadi,Aff,30,29
Millburn MM,Memorial DXu,Joshua Porter,Neg,29,29
Chattahoochee EK,American Heritage Broward JA,David Herrera,Aff,29,29
Newport BL,Newtown PC,Hever Arjon,Aff,30,28
Montville SH,Livingston RB,Viren Abhyankar,Neg,27,28
William P. Clements Independent KK,Scarsdale BS,Charles Karcher,Neg,28,29
Catonsville AT,Lake Highland Prep HL,Eric He,Aff,28,28
Lake Highland Prep AB,Plano East AD,Quinn Hughes,Aff,29,29
Lake Highland Prep AV,Byram Hills EW,Vandan Patel,Neg,28,28
Strake Jesuit  ZD,Trinity Prep JC,Kattichka Cazeau,Aff,30,29
American Heritage Broward AP,Scarsdale DH,Muhammad Khattak,Neg,29,29
Scarsdale SV,Fremont AK,Muhammad Khattak,Neg,29,29
Strake Jesuit  EP,San Mateo YR,Jonathan Hsu,Neg,29,29
Moravian Academy Upper MJ,Ramsay DF,Bryan Boggiano,Aff,29,28
Sammamish LW,Newtown KS,Eric He,Aff,29,28
Lexington AM,Westlake JM,Kobe Thompson,Neg,29,29
George Washington MF,BASIS Peoria PY,Megha Prasad,Neg,28,29
Tampa-Jesuit MH,Lynbrook SY,Deena McNamara,Neg,28,28
Princeton PE,Ridge SN,Hever Arjon,Aff,29,29
Harrison MB,Walt Whitman HZ,Kattichka Cazeau,Aff,30,29
Eagan AE,Newport EL,Shubh Agrawal,Aff,29,28
Hunter AH,Golden State NS,Tahj Johnson,Aff,29,29
Aragon ZA,Newport BZ,Chetan Hertzig,Aff,29,28
Montgomery CH,BASIS Peoria MB,Sarah Botsch-McGuinn,Aff,29,29
duPont Manual HS  / Youth Performing Arts AE,Acton-Boxborough SP,Jose Torchio,Neg,28,28
Montville NP,McNeil KJ,Bryan Boggiano,Aff,27,27
Scripps Ranch AS,Bronx Science IP,Sam Anderson,Aff,30,27
Princeton JG,Lexington BF,Sreyaash Das,Neg,29,30
Memorial DX,Acton-Boxborough AK,James Stuckert,Aff,29,28
Cherry Creek KK,Trinity Prep LK,Yeou Dong,Aff,29,28
Princeton AS,William P. Clements Independent MM,dylan jones,Neg,28,28
Woodlands AH,Acton-Boxborough AL,Ronak Ahuja,Neg,28,28
George C Marshall RH,Plano East AM,Timothy Huth,Aff,28,28
Strake Jesuit  RC,Tampa-Jesuit RJ,Mattias Durán,Aff,29,29
CR North GY,,,,,
