Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Bergen RZ,George C Marshall RH,Hever Arjon,Aff,29,28
Fremont AK,Lexington AM,Andrew Shaw,Neg,28,28
Newport EL,Strake Jesuit  JY,Chetan Hertzig,Neg,28,28
Scarsdale DH,Hunter AI,angela zhong,Neg,29,29
McNeil KJ,Harrison TB,Jacob Palmer,Neg,27,29
Scarsdale BS,Randolph JP,Henry Eberhart,Aff,29,28
South Eugene Independent KS,Tampa-Jesuit MH,Muhammad Khattak,Aff,28,28
Plano East VR,Ridge VS,Jack Daou,Neg,29,29
CR North GY,Princeton PE,Tahj Johnson,Neg,28,29
Livingston RK,Bergen County Academies AK,Chetan Hertzig,Neg,28,29
Ardrey Kell RG,Moravian Academy Upper MJ,Surabhi Chopra,Aff,28,27
Carnegie Vanguard SR,duPont Manual HS  / Youth Performing Arts AE,Sam Anderson,Aff,29,28
King CP,Newport BL,Kattichka Cazeau,Aff,30,28
Lexington BF,Memorial SC,James Stuckert,Aff,29,29
Academy Of Classical Christian Studies JM,Syosset LG,Saianurag Karavadi,Aff,29,29
Lake Highland Prep WH,Hunter AH,Parth Misra,Aff,29,27
American Heritage Broward JA,Scripps Ranch AS,Quinn Hughes,Neg,28,30
Plano East AM,Iowa City West NW,Sreyaash Das,Neg,28,29
Acton-Boxborough TW,Millburn MM,Jung Park,Aff,28,28
Plano East HN,Dulles TY,James Stuckert,Neg,28,29
Newtown KS,Lexington AK,David Herrera,Neg,28,29
Millburn ST,Lake Highland Prep SV,Saianurag Karavadi,Aff,29,29
Randolph CC,Montville NP,Catherine Liu,Aff,28,28
Livingston RB,North Mecklenburg PM,Sreyaash Das,Aff,29,29
Newport SG,Lexington MS,Vandan Patel,Neg,28,29
Tempe Prep CC,Aragon ZA,dylan jones,Neg,28,28
duPont Manual HS  / Youth Performing Arts DJ,Ridge MS,Shubh Agrawal,Neg,28,28
Cherry Creek EZ,Montgomery CH,Adiba Syed,Aff,29,28
Rock Hill LM,Bronx Science RP,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Newtown PC,Strake Jesuit  ZD,Ronak Ahuja,Neg,28,30
Acton-Boxborough SP,Park City NL,Rajesh Panda,Neg,28,29
Millburn AX,Woodlands AH,Kattichka Cazeau,Aff,30,29
Jupiter KG,Memorial DX,Ramana Kapavarapu,Neg,29,30
Golden State NS,Lake Highland Prep AVe,Parth Misra,Neg,27,29
Plano East AD,Bronx Science KH,Jenn Melin,Aff,29,28
Harrison JP,Lake Highland Prep PS,Quinn Hughes,Aff,29,29
George Washington MP,Appleton North MU,Amelia Ritenour,Neg,29,29
Carnegie Vanguard LH,William P. Clements Independent KK,Megha Prasad,Neg,28,28
Bronx Science NK,Lexington CH,Joshua Porter,Aff,29,29
Lexington EY,Cherry Creek KK,Jacob Palmer,Aff,29,29
Ridge SN,American Heritage Broward AP,Alex Avery,Aff,29,28
Prospect ST,Lexington AT,Joshua Porter,Neg,29,29
Lake Highland Prep NP,Newport EY,Eric He,Neg,28,28
Durham RL,Montville SH,Yeou Dong,Neg,28,30
Providence AA,Harrison MB,Tahj Johnson,Neg,29,30
Tampa-Jesuit RJ,George Washington MF,Jay Rye,Neg,27,28
Lake Highland Prep YA,BASIS Independent Silicon Valley Independent SK,Eric He,Neg,29,29
Byram Hills AK,Lake Highland Prep VS,Michael Kurian,Aff,30,28
Mahtomedi SS,Cooper City NR,Lukas Krause,Neg,28,29
,Scarsdale OL,,Neg FFT,Neg FFT,
